epoch,train_loss,train_top1,val_loss,val_top1,val_macro_f1,epoch_time_seconds
0,3.708823,0.034118,3.430714,0.070652,0.050208,36.877
1,3.07164,0.105072,2.742895,0.165761,0.140646,36.082
2,2.597524,0.169686,2.41838,0.225543,0.194952,34.294
3,2.322017,0.229771,2.210172,0.285326,0.253047,35.213
4,2.099969,0.289553,2.012004,0.353261,0.322749,35.06
5,1.921128,0.352959,1.864134,0.369565,0.337511,35.242
6,1.752185,0.403382,1.67736,0.42663,0.407427,34.06
7,1.650051,0.42965,1.630522,0.407609,0.390438,35.389
8,1.546216,0.460749,1.537999,0.453804,0.432979,33.103
9,1.482998,0.487319,1.442252,0.505435,0.496843,35.91
10,1.412724,0.501812,1.408778,0.513587,0.492989,32.853
11,1.402953,0.509964,1.395838,0.491848,0.469041,33.203
12,1.351944,0.527476,1.377886,0.516304,0.496389,36.008
13,1.31443,0.554046,1.300607,0.548913,0.537534,33.315
14,1.265436,0.569746,1.301075,0.565217,0.549692,33.214
15,1.256234,0.565519,1.292294,0.576087,0.561957,32.386
16,1.245434,0.572464,1.26103,0.581522,0.563968,33.19
17,1.207677,0.593901,1.265359,0.584239,0.568614,34.079
18,1.201521,0.599034,1.266041,0.592391,0.587991,33.597
19,1.189546,0.597826,1.258803,0.589674,0.571928,33.784
20,1.161966,0.611413,1.228823,0.589674,0.574718,32.733
21,1.166611,0.607186,1.227625,0.605978,0.596596,31.785
22,1.138432,0.618659,1.291191,0.581522,0.57036,32.16
23,1.128412,0.614734,1.203467,0.619565,0.606763,32.688
24,1.117678,0.628925,1.204757,0.611413,0.599572,34.942
25,1.122506,0.628925,1.209114,0.603261,0.590454,34.366
26,1.10587,0.632548,1.186716,0.622283,0.615053,34.189
27,1.100374,0.628623,1.198145,0.605978,0.598833,34.431
28,1.081387,0.644928,1.195007,0.616848,0.60769,34.366
29,1.078868,0.630737,1.17616,0.627717,0.615701,34.806
