epoch,train_loss,train_top1,val_loss,val_top1,val_macro_f1,epoch_time_seconds
0,3.746273,0.036145,3.284262,0.133152,0.107416,9.155
1,3.086554,0.210843,2.667655,0.331522,0.296842,8.911
2,2.351892,0.481928,1.942334,0.472826,0.440564,8.956
3,1.831369,0.668675,1.544096,0.559783,0.541474,9.004
4,1.417506,0.798193,1.397596,0.641304,0.618041,9.074
5,1.116995,0.831325,1.336105,0.668478,0.645369,9.16
6,0.891011,0.855422,1.204333,0.714674,0.707109,9.068
7,0.727463,0.903614,1.159258,0.69837,0.694942,8.981
8,0.579661,0.945783,1.090463,0.706522,0.705996,8.904
9,0.517814,0.933735,1.033931,0.733696,0.729982,9.06
10,0.409988,0.972892,0.95567,0.709239,0.709461,9.031
11,0.379497,0.960843,0.897647,0.744565,0.745047,8.946
12,0.313314,0.96988,0.881776,0.747283,0.745875,8.926
13,0.256407,0.98494,0.884915,0.711957,0.714653,8.99
14,0.223646,0.987952,0.849663,0.744565,0.7466,8.896
15,0.209437,0.990964,0.822087,0.766304,0.763732,9.042
16,0.179749,0.996988,0.862619,0.744565,0.737436,9.042
17,0.171565,0.993976,0.85782,0.733696,0.727743,8.907
18,0.159273,0.987952,0.840575,0.747283,0.744498,8.919
19,0.121986,1.0,0.803549,0.774457,0.772363,8.988
20,0.133561,0.996988,0.765355,0.758152,0.762848,9.065
21,0.107323,0.993976,0.755768,0.769022,0.772998,9.009
22,0.100817,0.996988,0.812869,0.752717,0.753741,8.91
23,0.101173,0.993976,0.794319,0.774457,0.77333,8.961
24,0.085974,1.0,0.790332,0.766304,0.76131,8.979
25,0.076453,0.996988,0.778984,0.793478,0.792809,8.978
26,0.078793,1.0,0.747033,0.779891,0.780191,9.038
27,0.073322,1.0,0.738335,0.777174,0.776638,8.923
28,0.070043,0.996988,0.764661,0.774457,0.772098,9.081
29,0.060866,1.0,0.765307,0.763587,0.763785,9.027
