epoch,train_loss,train_top1,val_loss,val_top1,val_macro_f1,epoch_time_seconds
0,3.966797,0.081081,3.781537,0.021739,0.014653,6.165
1,3.668282,0.108108,3.657371,0.046196,0.029448,6.096
2,3.438668,0.108108,3.551049,0.0625,0.044017,6.041
3,3.207847,0.243243,3.457879,0.095109,0.075226,5.948
4,2.995842,0.351351,3.3716,0.11413,0.088069,5.967
5,2.787711,0.432432,3.289014,0.127717,0.097413,6.056
6,2.490047,0.702703,3.212272,0.173913,0.138536,6.064
7,2.338536,0.810811,3.138113,0.179348,0.153017,5.991
8,2.191679,0.918919,3.066195,0.214674,0.187233,5.953
9,1.945902,1.0,2.996579,0.244565,0.22826,6.026
10,1.740904,1.0,2.931483,0.277174,0.263843,5.994
11,1.538572,0.972973,2.870834,0.290761,0.273743,6.02
12,1.406447,1.0,2.814551,0.309783,0.297667,5.936
13,1.215645,1.0,2.762377,0.320652,0.300572,5.964
14,1.075974,1.0,2.714036,0.328804,0.310656,5.952
15,0.99843,1.0,2.669096,0.331522,0.31227,5.945
16,0.80893,1.0,2.627436,0.345109,0.324488,5.966
17,0.682604,1.0,2.589046,0.355978,0.331921,5.91
18,0.62897,1.0,2.555773,0.361413,0.334965,5.942
19,0.558654,1.0,2.523593,0.369565,0.347286,5.933
20,0.484219,1.0,2.495296,0.377717,0.355971,5.961
21,0.424978,1.0,2.466095,0.375,0.354804,6.04
22,0.370448,1.0,2.439622,0.377717,0.353133,5.941
23,0.296827,1.0,2.414179,0.380435,0.355158,5.971
24,0.278377,1.0,2.392153,0.38587,0.366127,5.92
25,0.215219,1.0,2.367096,0.38587,0.365933,6.003
26,0.209572,1.0,2.34666,0.383152,0.362679,6.075
27,0.185155,1.0,2.324699,0.380435,0.360668,5.929
28,0.15603,1.0,2.304218,0.388587,0.368582,5.93
29,0.144301,1.0,2.287461,0.391304,0.371681,5.911
