epoch,train_loss,train_top1,val_loss,val_top1,val_macro_f1,epoch_time_seconds
0,3.87457,0.024096,3.868768,0.016304,0.005781,8.544
1,3.827239,0.021084,3.771459,0.016304,0.011814,8.458
2,3.710994,0.033133,3.668588,0.032609,0.027092,8.485
3,3.607855,0.036145,3.561513,0.043478,0.032034,8.499
4,3.492042,0.054217,3.433622,0.078804,0.057665,8.591
5,3.341417,0.093373,3.269008,0.097826,0.070399,8.478
6,3.15558,0.126506,3.088139,0.146739,0.108008,8.463
7,2.966292,0.192771,2.910216,0.157609,0.12018,8.408
8,2.763545,0.231928,2.730333,0.19837,0.156783,8.63
9,2.57473,0.292169,2.554734,0.274457,0.23054,8.443
10,2.398652,0.331325,2.410525,0.309783,0.260512,8.527
11,2.238426,0.388554,2.260102,0.366848,0.321124,8.523
12,2.084491,0.421687,2.147325,0.361413,0.333804,8.523
13,1.955263,0.448795,2.028204,0.391304,0.374551,8.395
14,1.84289,0.457831,1.916431,0.42663,0.414152,8.448
15,1.703702,0.557229,1.814799,0.451087,0.441632,8.402
16,1.625062,0.533133,1.714661,0.513587,0.509111,8.368
17,1.478195,0.63253,1.631521,0.546196,0.542593,8.491
18,1.37274,0.686747,1.563819,0.554348,0.5498,8.499
19,1.29682,0.671687,1.489965,0.570652,0.566104,8.444
20,1.179264,0.698795,1.430322,0.581522,0.581244,8.53
21,1.092834,0.737952,1.387052,0.597826,0.597934,8.441
22,1.07749,0.731928,1.316207,0.61413,0.610015,8.479
23,1.005388,0.783133,1.274562,0.616848,0.607143,8.349
24,0.938867,0.771084,1.23353,0.633152,0.623763,8.423
25,0.929451,0.786145,1.193769,0.641304,0.631167,8.459
26,0.874925,0.804217,1.195841,0.646739,0.643604,8.6
27,0.802296,0.822289,1.190298,0.630435,0.63466,8.49
28,0.834943,0.795181,1.125388,0.63587,0.63499,8.405
29,0.801601,0.831325,1.085962,0.646739,0.648306,8.526
