epoch,train_loss,train_top1,val_loss,val_top1,val_macro_f1,epoch_time_seconds
0,2.366089,0.449577,1.211951,0.785326,0.777619,51.467
1,0.898976,0.834843,0.689926,0.861413,0.863314,51.666
2,0.551742,0.882548,0.530281,0.872283,0.870914,48.512
3,0.421543,0.906703,0.444776,0.877717,0.878412,48.175
4,0.351003,0.918176,0.408671,0.88587,0.885808,48.899
5,0.305243,0.927838,0.397586,0.891304,0.890225,46.638
6,0.272593,0.932971,0.358684,0.904891,0.904836,46.862
7,0.234659,0.945048,0.329314,0.896739,0.896306,46.934
8,0.211222,0.951993,0.36232,0.888587,0.887659,46.986
9,0.189839,0.95622,0.348804,0.902174,0.902625,47.28
10,0.16788,0.96256,0.310114,0.904891,0.905277,46.754
11,0.162912,0.963466,0.295938,0.907609,0.908312,46.835
12,0.14755,0.969203,0.30812,0.896739,0.896572,46.656
13,0.143228,0.966787,0.333195,0.902174,0.902614,48.941
14,0.129724,0.97192,0.309814,0.910326,0.910325,50.103
15,0.118474,0.976147,0.297304,0.910326,0.911564,50.254
16,0.118165,0.972826,0.290416,0.915761,0.915887,49.983
17,0.110374,0.976449,0.307037,0.910326,0.910459,48.711
18,0.096241,0.980374,0.299686,0.907609,0.908876,46.873
19,0.092552,0.983092,0.306072,0.907609,0.908472,46.104
20,0.085392,0.9843,0.279423,0.907609,0.90887,46.325
21,0.08735,0.983696,0.301844,0.902174,0.902732,46.436
22,0.081386,0.985205,0.294151,0.915761,0.916786,46.311
23,0.071376,0.986715,0.301898,0.904891,0.905921,47.326
24,0.067453,0.988829,0.311993,0.899457,0.900013,47.276
25,0.073123,0.985809,0.293851,0.910326,0.912195,46.763
26,0.062977,0.990338,0.303492,0.904891,0.905716,48.118
27,0.056928,0.992754,0.304196,0.915761,0.917449,47.712
28,0.059281,0.989432,0.281466,0.904891,0.90521,47.679
29,0.061788,0.988829,0.321625,0.894022,0.895584,47.391
