epoch,train_loss,train_top1,val_loss,val_top1,val_macro_f1,epoch_time_seconds
0,3.944459,0.054054,3.846442,0.024457,0.010135,11.568
1,3.458934,0.108108,3.757241,0.027174,0.012086,11.199
2,3.045236,0.297297,3.670759,0.046196,0.02475,11.185
3,2.637206,0.459459,3.590011,0.065217,0.036172,11.245
4,2.251241,0.621622,3.514649,0.086957,0.049694,11.218
5,1.947878,0.864865,3.441873,0.108696,0.070457,11.328
6,1.512187,0.972973,3.375755,0.122283,0.07938,11.264
7,1.317716,1.0,3.315575,0.138587,0.095158,11.318
8,1.129779,1.0,3.260743,0.141304,0.105687,11.294
9,0.938696,1.0,3.211815,0.152174,0.115876,11.301
10,0.806419,1.0,3.166912,0.165761,0.131966,11.31
11,0.653802,1.0,3.127014,0.168478,0.135895,11.287
12,0.542195,1.0,3.09354,0.182065,0.147962,11.428
13,0.459904,1.0,3.062472,0.19837,0.169494,11.309
14,0.341632,1.0,3.037915,0.19837,0.167982,11.346
15,0.307021,1.0,3.01529,0.203804,0.176146,11.303
16,0.252373,1.0,2.99629,0.209239,0.180893,11.457
17,0.2216,1.0,2.978338,0.222826,0.196309,11.343
18,0.179948,1.0,2.962868,0.222826,0.203916,11.545
19,0.170704,1.0,2.94917,0.222826,0.203911,11.342
20,0.153746,1.0,2.938477,0.225543,0.208987,11.347
21,0.120418,1.0,2.928516,0.23913,0.225146,11.337
22,0.112217,1.0,2.918898,0.25,0.240754,11.25
23,0.09768,1.0,2.911218,0.252717,0.242096,11.47
24,0.087642,1.0,2.904649,0.252717,0.242406,11.34
25,0.079812,1.0,2.897353,0.258152,0.248108,11.368
26,0.076094,1.0,2.89212,0.26087,0.251535,15.115
27,0.065874,1.0,2.88587,0.269022,0.258475,11.353
28,0.061328,1.0,2.880026,0.271739,0.260897,11.52
29,0.061858,1.0,2.876128,0.269022,0.258021,11.78
