epoch,train_loss,train_top1,val_loss,val_top1,val_macro_f1,epoch_time_seconds
0,3.90357,0.054054,3.78072,0.024457,0.011318,5.86
1,3.63282,0.081081,3.652694,0.046196,0.028609,5.829
2,3.390864,0.135135,3.537098,0.065217,0.044452,5.847
3,3.196892,0.216216,3.428298,0.089674,0.070493,5.79
4,2.902973,0.378378,3.31828,0.127717,0.094192,5.89
5,2.660961,0.540541,3.203408,0.146739,0.111768,6.027
6,2.32836,0.783784,3.082814,0.192935,0.158407,6.138
7,2.028955,0.891892,2.956237,0.220109,0.189496,6.433
8,1.776564,0.945946,2.826464,0.25,0.22041,6.26
9,1.496522,1.0,2.703435,0.279891,0.252659,6.098
10,1.214104,1.0,2.591925,0.296196,0.270549,6.039
11,1.023168,1.0,2.499844,0.296196,0.270053,6.041
12,0.850599,1.0,2.430606,0.30163,0.277455,6.05
13,0.638747,1.0,2.381959,0.317935,0.296157,6.03
14,0.527701,1.0,2.346483,0.334239,0.3142,6.36
15,0.458901,1.0,2.311713,0.339674,0.315074,6.312
16,0.364868,1.0,2.283685,0.366848,0.343241,6.028
17,0.260981,1.0,2.262425,0.380435,0.355662,6.706
18,0.234632,1.0,2.250512,0.380435,0.354906,6.43
19,0.190447,1.0,2.245942,0.377717,0.351103,6.401
20,0.148841,1.0,2.241301,0.402174,0.36845,6.512
21,0.121312,1.0,2.242358,0.404891,0.370577,6.212
22,0.102255,1.0,2.243249,0.404891,0.373485,6.1
23,0.094697,1.0,2.2473,0.399457,0.368412,6.026
24,0.076032,1.0,2.251703,0.396739,0.367806,6.076
25,0.067766,1.0,2.253586,0.399457,0.373994,6.051
26,0.055418,1.0,2.253486,0.388587,0.359483,6.084
27,0.053196,1.0,2.251251,0.383152,0.354838,6.483
28,0.043294,1.0,2.248783,0.394022,0.370879,6.135
29,0.044012,1.0,2.246225,0.402174,0.378751,6.032
