epoch,train_loss,train_top1,val_loss,val_top1,val_macro_f1,epoch_time_seconds
0,3.661102,0.078313,3.24491,0.171196,0.137996,23.693
1,2.350164,0.620482,2.783741,0.361413,0.328624,22.234
2,1.596612,0.918675,2.447178,0.483696,0.454873,21.207
3,1.095108,0.98494,2.20752,0.554348,0.533289,20.768
4,0.754201,0.996988,2.036844,0.581522,0.560275,21.319
5,0.504766,1.0,1.926661,0.611413,0.597891,21.112
6,0.349274,1.0,1.839379,0.654891,0.651068,21.278
7,0.254786,1.0,1.758806,0.673913,0.668842,22.356
8,0.181627,1.0,1.708843,0.703804,0.701331,21.44
9,0.142652,1.0,1.67634,0.703804,0.70438,21.299
10,0.112691,1.0,1.648172,0.673913,0.672182,21.142
11,0.098456,1.0,1.634215,0.684783,0.682229,21.188
12,0.08355,1.0,1.613807,0.692935,0.689384,21.573
13,0.070291,1.0,1.588048,0.695652,0.690412,21.41
14,0.062963,1.0,1.567107,0.695652,0.689989,21.426
15,0.054234,1.0,1.553048,0.69837,0.693383,21.389
16,0.048093,1.0,1.537539,0.701087,0.697937,21.205
17,0.044524,1.0,1.520332,0.701087,0.698072,21.485
18,0.040336,1.0,1.514704,0.684783,0.681963,21.188
19,0.035127,1.0,1.5156,0.682065,0.676688,21.187
20,0.033326,1.0,1.510278,0.701087,0.697286,21.179
21,0.03191,1.0,1.506146,0.692935,0.687375,21.962
22,0.029769,1.0,1.488964,0.701087,0.697213,21.697
23,0.026836,1.0,1.475179,0.69837,0.692438,22.728
24,0.024648,1.0,1.467254,0.709239,0.705538,22.528
25,0.023775,1.0,1.453852,0.709239,0.707794,21.649
26,0.023372,1.0,1.449357,0.709239,0.7053,21.795
27,0.021152,1.0,1.449626,0.711957,0.708807,21.282
28,0.021134,1.0,1.446282,0.711957,0.707818,21.282
29,0.018206,1.0,1.44525,0.717391,0.71368,21.371
